-2	-7.042493699882356	-7.460117375510907
-1	-4.831410634372255	-5.387390917445205
0	-3.5862267117279543	-3.863703305156267
1	-2.999956656385081	-3.0000000000000013
2	-5.993102542933964	-6.000000000000024
